,Name,Difficulty,Distance,Elevation Gain,Route Type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach,location,stars,Unnamed: 0,link
2419,Balanced Rock via Cow Creek Trail,MODERATE,7.3 miles,"1,318 feet",Out & Back,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0,2419,https://www.alltrails.com/trail/us/colorado/balanced-rock-via-cow-creek-trail?ref=result-card
2420,Blue River Bikeway,EASY,8.8 miles,173 feet,Point to Point,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.5,2420,https://www.alltrails.com/trail/us/colorado/blue-river-bikeway?ref=result-card
2421,Deep Creek Trail Loop,HARD,29.3 miles,"3,169 feet",Loop,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.8,2421,https://www.alltrails.com/trail/us/colorado/deep-creek-trail-loop?ref=result-card
2422,Shooting Star Trail,MODERATE,5.2 miles,554 feet,Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florissant Fossil Beds National Monument,4.5,2422,https://www.alltrails.com/trail/us/colorado/shooting-star-trail?ref=result-card
2423,Mesa Top and Cottonwood Canyon Loop,MODERATE,4.3 miles,780 feet,Loop,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Table Mountain Park,4.3,2423,https://www.alltrails.com/trail/us/colorado/mesa-top-and-cottonwood-canyon-loop?ref=result-card
2424,Douglas County East West Regional Trail,MODERATE,10.1 miles,"1,049 feet",Point to Point,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.7,2424,https://www.alltrails.com/trail/us/colorado/douglas-county-east-west-regional-trail?ref=result-card
2425,"South Buffalo Creek, Nice Kity, Buffalo Burn and Little Scraggy Trail",HARD,14.5 miles,"1,574 feet",Out & Back,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.8,2425,https://www.alltrails.com/trail/us/colorado/south-buffalo-creek-nice-kity-buffalo-burn-and-little-scraggy-trail?ref=result-card
2426,Templeton and Mesa Trail Loop,EASY,3.1 miles,370 feet,Loop,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,5.0,2426,https://www.alltrails.com/trail/us/colorado/templeton-and-mesa-trail-loop?ref=result-card
2427,Red Rocks and Anemone Loop,MODERATE,2.1 miles,718 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.0,2427,https://www.alltrails.com/trail/us/colorado/red-rocks-and-anemone-loop?ref=result-card
2428,Lulu City via Little Yellowstone Trail,MODERATE,8.6 miles,"1,148 feet",Out & Back,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.0,2428,https://www.alltrails.com/trail/us/colorado/lulu-city-via-little-yellowstone-trail?ref=result-card
2429,South Shoreline Trail,EASY,7.0 miles,124 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Sterling State Park,4.0,2429,https://www.alltrails.com/trail/us/colorado/south-shoreline-trail?ref=result-card
2430,"Templeton, Mesa and Yucca Trail Loop",EASY,2.4 miles,390 feet,Loop,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palmer Park,4.3,2430,https://www.alltrails.com/trail/us/colorado/templeton-mesa-and-yucca-trail-loop?ref=result-card
2431,Wulfsohn Trail,EASY,2.9 miles,406 feet,Loop,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.8,2431,https://www.alltrails.com/trail/us/colorado/wulfsohn-trail?ref=result-card
2432,Sand Creek Trail,MODERATE,5.3 miles,232 feet,Out & Back,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,None,3.4,2432,https://www.alltrails.com/trail/us/colorado/sand-creek-trail--2?ref=result-card
2433,Boulder Falls Trail,EASY,0.4 miles,98 feet,Out & Back,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platt Park,3.8,2433,https://www.alltrails.com/trail/us/colorado/boulder-falls-trail?ref=result-card
2434,West Jackson Creek Road,EASY,4.2 miles,646 feet,Out & Back,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,0.0,2434,https://www.alltrails.com/trail/us/colorado/west-jackson-creek-road?ref=result-card
2435,"Bluebird Meadow, Mountain Muhly and Bearberry Trail Loop",EASY,3.6 miles,567 feet,Loop,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,3.7,2435,https://www.alltrails.com/trail/us/colorado/bluebird-meadow-mountain-muhly-and-bearberry-trail-loop?ref=result-card
2436,Boulder Mountain Trail,MODERATE,11.4 miles,"3,343 feet",Out & Back,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,0.0,2436,https://www.alltrails.com/trail/us/colorado/boulder-mountain-trail?ref=result-card
2437,Engelmann Peak Trail,MODERATE,16.1 miles,"7,152 feet",Out & Back,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arapaho National Forest,2.0,2437,https://www.alltrails.com/trail/us/colorado/engelmann-peak-trail?ref=result-card
2438,Mary Jane Ski Trail,HARD,5.0 miles,"2,290 feet",Loop,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Arapaho National Forest,4.0,2438,https://www.alltrails.com/trail/us/colorado/mary-jane-ski-trail?ref=result-card
2439,Colorado Trail : Segment 18,MODERATE,13.5 miles,"1,427 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,4.0,2439,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-18?ref=result-card
2440,Sunshine Canyon Loop,MODERATE,2.0 miles,396 feet,Loop,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,4.3,2440,https://www.alltrails.com/trail/us/colorado/sunshine-canyon-loop?ref=result-card
2441,Great Kiva Trail,EASY,0.3 miles,19 feet,Loop,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,San Juan National Forest,4.3,2441,https://www.alltrails.com/trail/us/colorado/great-kiva-trail?ref=result-card
2442,Alpine Trail to Big Blue Campground,MODERATE,13.8 miles,"4,163 feet",Point to Point,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uncompahgre National Forest,4.5,2442,https://www.alltrails.com/trail/us/colorado/alpine-trail-to-big-blu-campground?ref=result-card
2443,Mount Herman Loop,MODERATE,2.7 miles,990 feet,Loop,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,4.3,2443,https://www.alltrails.com/trail/us/colorado/mount-herman-loop?ref=result-card
2444,"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",MODERATE,7.4 miles,"1,479 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.5,2444,https://www.alltrails.com/trail/us/colorado/nymph-lake-lake-haiyaha-mills-lake-and-jewel-lake?ref=result-card
2445,Colorado Trail : Segment 19,MODERATE,13.5 miles,"2,020 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0,2445,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-19?ref=result-card
2446,Golden Gate Canyon Full Pull Trail,HARD,23.7 miles,"4,842 feet",Loop,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.0,2446,https://www.alltrails.com/trail/us/colorado/golden-gate-canyon-full-pull-trail?ref=result-card
2447,Elk Meadow Loop,EASY,2.2 miles,419 feet,Loop,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.1,2447,https://www.alltrails.com/trail/us/colorado/elk-meadow-loop--3?ref=result-card
2448,"Snodgrass, Lupine, and Lower Loop",MODERATE,20.8 miles,"2,099 feet",Loop,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.0,2448,https://www.alltrails.com/trail/us/colorado/snodgrass-lupine-and-lower-loop?ref=result-card
2449,Lost Trail Road,MODERATE,15.8 miles,"4,229 feet",Out & Back,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,4.3,2449,https://www.alltrails.com/trail/us/colorado/lost-trail-road?ref=result-card
2450,"Wigwam, McCurdy and Brookside McCurdy Trail ",HARD,20.0 miles,"3,690 feet",Loop,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lost Creek Wilderness,4.3,2450,https://www.alltrails.com/trail/us/colorado/lost-creek--3?ref=result-card
2451,Vogel Canyon - Overlook Trail,EASY,1.3 miles,78 feet,Out & Back,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,2.5,2451,https://www.alltrails.com/trail/us/colorado/vogel-canyon-overlook-trail?ref=result-card
2452,"Sleepy S, Elk Ridge and Meadow View Trail Loop",MODERATE,3.1 miles,482 feet,Loop,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elk Meadow Park,3.5,2452,https://www.alltrails.com/trail/us/colorado/sleepy-s-elk-ridge-and-meadow-view-trail-loop?ref=result-card
2453,Highline Canal Trail to Lee Gulch Trail Loop,EASY,14.6 miles,344 feet,Loop,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,4.6,2453,https://www.alltrails.com/trail/us/colorado/highline-canal-trail-to-lee-gulch-trail-loop?ref=result-card
2454,Colorado Trail : Segment 21,MODERATE,14.3 miles,"3,041 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Garita Wilderness,5.0,2454,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-21?ref=result-card
2455,Vogel Canyon - Prairie Trail,MODERATE,3.8 miles,170 feet,Out & Back,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comanche National Grassland,2.0,2455,https://www.alltrails.com/trail/us/colorado/vogel-canyon-prairie-trail?ref=result-card
2456,Big Dominguez and Little Dominguez Loop,MODERATE,40.9 miles,"4,783 feet",Loop,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5.0,2456,https://www.alltrails.com/trail/us/colorado/big-dominguez-and-little-dominguez-loop?ref=result-card
2457,Weston Pass Trail,MODERATE,1.7 miles,"1,358 feet",Out & Back,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,3.5,2457,https://www.alltrails.com/trail/us/colorado/weston-pass-trail?ref=result-card
2458,"Sundance, Talon, Turkey Trot, Sundance, Zook Loop",EASY,3.8 miles,387 feet,Loop,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cheyenne Mountain State Park,4.4,2458,https://www.alltrails.com/trail/us/colorado/sundance-talon-turkey-trot-sundance-zook-loop?ref=result-card
2459,Supply Basin Campground,EASY,0.4 miles,9 feet,Out & Back,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,3.5,2459,https://www.alltrails.com/trail/us/colorado/supply-basin-campground?ref=result-card
2460,Lake Gulch Trail,EASY,1.6 miles,193 feet,Out & Back,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castlewood Canyon State Park,4.8,2460,https://www.alltrails.com/trail/us/colorado/lake-gultch-trail?ref=result-card
2461,Trough Trail,HARD,1.1 miles,305 feet,Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,White River National Forest,5.0,2461,https://www.alltrails.com/trail/us/colorado/trough-trail?ref=result-card
2462,Pulpit Rock via Rockhurst Blvd Loop,MODERATE,2.5 miles,324 feet,Loop,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Bluffs Open Space - Pulpit Rock,3.3,2462,https://www.alltrails.com/trail/us/colorado/pulpit-rock-via-rockhurst-blvd?ref=result-card
2463,Cottonwood Trailhead to Boulder Lobo Trail,EASY,2.5 miles,36 feet,Out & Back,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.3,2463,https://www.alltrails.com/trail/us/colorado/cottonwood-trailhead-to-boulder-lobo-trail?ref=result-card
2464,Chrysolite Mountain Trail,HARD,5.5 miles,"2,214 feet",Out & Back,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.3,2464,https://www.alltrails.com/trail/us/colorado/chrysolite-mountain-trail?ref=result-card
2465,Shadow Pine South Loop Trail,EASY,2.7 miles,275 feet,Loop,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flying J Ranch Park,3.7,2465,https://www.alltrails.com/trail/us/colorado/shadow-pine-south-loop-trail?ref=result-card
2466,Tennessee Pass to Longs Gulch,MODERATE,14.1 miles,"1,614 feet",Out & Back,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Cross Wilderness,5.0,2466,https://www.alltrails.com/trail/us/colorado/tennessee-pass-to-longs-gulch?ref=result-card
2467,Lookout Mountain Trail,EASY,2.5 miles,383 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,2467,https://www.alltrails.com/trail/us/colorado/lookout-mountain-trail--2?ref=result-card
2468,Conundrum to Copper Lake to East Maroon,HARD,25.2 miles,"5,400 feet",Point to Point,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Maroon Bells Snowmass Wilderness,5.0,2468,https://www.alltrails.com/trail/us/colorado/conundrum-to-copper-lake-to-east-maroon?ref=result-card
2469,Historic Arkansas Riverwalk,EASY,1.3 miles,9 feet,Loop,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,None,4.2,2469,https://www.alltrails.com/trail/us/colorado/historic-arkansas-riverwalk?ref=result-card
2470,Colorado Trail : Segment 23,MODERATE,15.5 miles,"3,507 feet",Point to Point,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison National Forest,0.0,2470,https://www.alltrails.com/trail/us/colorado/colorado-trail-segment-23?ref=result-card
2471,Village Walk Trail,EASY,0.9 miles,137 feet,Out & Back,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthews Winters Park,3.0,2471,https://www.alltrails.com/trail/us/colorado/village-walk-trail?ref=result-card
2472,Bluebell-Baird to 3rd Flat Iron Loop,MODERATE,2.1 miles,902 feet,Loop,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulder Open Space,3.6,2472,https://www.alltrails.com/trail/us/colorado/bluebell-baird-to-3rd-flat-iron-loop?ref=result-card
2473,Mount Buckhorn Loop via High Drive,MODERATE,3.7 miles,784 feet,Loop,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Cheyenne Cañon Park,3.8,2473,https://www.alltrails.com/trail/us/colorado/mount-buckhorn-loop-via-high-drive?ref=result-card
2474,Alvarado Campground,EASY,0.7 miles,127 feet,Out & Back,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Isabel National Forest,4.0,2474,https://www.alltrails.com/trail/us/colorado/alvarado-campground?ref=result-card
2475,West Lost Trail and Lost Trail Loop,HARD,19.8 miles,"3,884 feet",Loop,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weminuche Wilderness,0.0,2475,https://www.alltrails.com/trail/us/colorado/west-lost-trail-and-lost-trail-loop?ref=result-card
2476,Run the Rockies 5k Trail Run,EASY,3.6 miles,278 feet,Out & Back,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5.0,2476,https://www.alltrails.com/trail/us/colorado/run-the-rockies-5k-trail-run?ref=result-card
2477,Lake Nanita and Nokoni via Bear Lake Trailhead,HARD,24.6 miles,"7,762 feet",Out & Back,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,5.0,2477,https://www.alltrails.com/trail/us/colorado/lake-nanita-and-nokoni-via-bear-lake-trailhead?ref=result-card
2478,Quartz Creek Trail,HARD,11.9 miles,"3,477 feet",Out & Back,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan National Forest,3.5,2478,https://www.alltrails.com/trail/us/colorado/quartz-creek-trail?ref=result-card
2479,Cherry Creek Loop from Four Mile House Park,EASY,1.1 miles,22 feet,Loop,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 Mile House Park,3.8,2479,https://www.alltrails.com/trail/us/colorado/cherry-creek-loop-from-four-mile-house-park?ref=result-card
2480,Carson Lake Trail,MODERATE,1.0 miles,32 feet,Out & Back,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Mesa National Forest,4.0,2480,https://www.alltrails.com/trail/us/colorado/carson-lake-trail?ref=result-card
2481,B&B to Reiling Dredge to Minnie Mine,MODERATE,3.0 miles,413 feet,Loop,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.3,2481,https://www.alltrails.com/trail/us/colorado/bb-to-reiling-dredge-to-minnie-mine?ref=result-card
2482,Fern Lake Trail and Cub Lake Trail Loop,MODERATE,10.4 miles,"2,250 feet",Loop,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocky Mountain National Park,4.6,2482,https://www.alltrails.com/trail/us/colorado/fern-lake-trail-and-cub-lake-trail-loop?ref=result-card
2483,Gold Hill Mesa Trail,EASY,1.5 miles,65 feet,Loop,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear Creek Regional Park,1.0,2483,https://www.alltrails.com/trail/us/colorado/gold-hill-mesa-trail?ref=result-card
2484,South Fork Preble Creek,EASY,1.7 miles,45 feet,Out & Back,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,3.0,2484,https://www.alltrails.com/trail/us/colorado/south-fork-preble-creek?ref=result-card
2485,Sidewinder Trail,MODERATE,19.0 miles,"2,906 feet",Point to Point,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gunnison Gorge National Conservation Area,3.8,2485,https://www.alltrails.com/trail/us/colorado/sidewinder-trail?ref=result-card
2486,Gold Camp Road,MODERATE,10.9 miles,"1,102 feet",Out & Back,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pike National Forest,3.3,2486,https://www.alltrails.com/trail/us/colorado/gold-camp-road--2?ref=result-card
2487,Skinner Cabin Trail,EASY,1.8 miles,131 feet,Loop,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Black Ridge Canyons Wilderness,3.3,2487,https://www.alltrails.com/trail/us/colorado/skinner-cabin-trail?ref=result-card
2488,Tenderfoot Mountain from Fishhook Open Space,HARD,8.9 miles,"2,532 feet",Out & Back,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,2.3,2488,https://www.alltrails.com/trail/us/colorado/tenderfoot-mountain-from-fishhook-open-space?ref=result-card
2489,Brother's Lookout via Ponderosa Trail Loop,MODERATE,2.2 miles,436 feet,Loop,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alderfer / Three Sisters Park,4.2,2489,https://www.alltrails.com/trail/us/colorado/brothers-lookout-via-ponderosa-trail-loop?ref=result-card
2490,Boreas Pass,MODERATE,2.5 miles,396 feet,Loop,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5.0,2490,https://www.alltrails.com/trail/us/colorado/boreas-pass--6?ref=result-card
2491,Sawmill Trail and Belcher Hill Trail Loop,MODERATE,3.1 miles,515 feet,Loop,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.0,2491,https://www.alltrails.com/trail/us/colorado/sawmill-trail-and-belcher-hill-trail-loop?ref=result-card
2492,Dillon Peninsula Crown Point Loop,MODERATE,3.2 miles,291 feet,Loop,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,4.5,2492,https://www.alltrails.com/trail/us/colorado/dillon-peninsula-crown-point-loop?ref=result-card
2493,Snowmass Yellow Loop: Rim Trail North,MODERATE,3.3 miles,570 feet,Loop,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,5.0,2493,https://www.alltrails.com/trail/us/colorado/snowmass-yellow-loop-rim-trail-north?ref=result-card
2494,Spring Creek Pond,MODERATE,1.5 miles,127 feet,Loop,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,3.5,2494,https://www.alltrails.com/trail/us/colorado/spring-creek-pond?ref=result-card
2495,"Gateway Trail, Niobrara, Valley Reservoir, Galloway Homestead Trail Loop",MODERATE,3.1 miles,288 feet,Loop,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden of the Gods,4.3,2495,https://www.alltrails.com/trail/us/colorado/gateway-trail-niobrara-valley-reservoir-galloway-homestead-trail-loop?ref=result-card
2496,North Walton Peak,MODERATE,3.2 miles,849 feet,Out & Back,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medicine Bow-Routt National Forest,2.2,2496,https://www.alltrails.com/trail/us/colorado/north-walton-peak?ref=result-card
2497,Bear Creek to Gold Hill,HARD,10.9 miles,"4,130 feet",Out & Back,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bear Creek Preserve,5.0,2497,https://www.alltrails.com/trail/us/colorado/bear-creek-to-gold-hill?ref=result-card
